Income,Age,Years_of_Experience,Married/Single,Years_in_Current_Job,Years_in_Current_House,Owns_a_Car,Owns_a_House,Renting_a_House,Defaulted
4539857,43,4,1,4,14,0,0,1,0
3679043,60,5,1,3,12,0,0,1,0
3469743,78,17,1,8,10,0,0,1,0
7065702,42,20,1,9,14,0,0,1,0
9376698,53,2,0,2,14,0,0,1,0
9635286,73,15,1,8,11,1,0,1,1
7922894,22,9,1,8,11,1,0,1,0
1298318,30,1,1,1,12,1,0,1,1
2693304,35,8,1,8,11,1,0,1,1
7219447,35,9,1,5,11,1,0,1,0
4559022,63,5,1,5,11,1,0,1,1
1066119,69,16,1,12,11,1,0,1,1
5096110,24,18,1,11,12,1,0,1,0
9116340,52,3,1,3,14,0,0,1,0
3959539,38,0,1,0,14,0,0,0,0
5697835,55,14,1,6,14,0,1,0,0
7717248,75,18,1,9,12,1,1,0,0
3587422,46,18,1,4,11,0,1,0,0
1956633,23,13,1,13,12,0,0,1,0
2717090,71,2,1,2,10,1,0,0,0
6517120,34,12,1,4,14,0,0,1,0
470555,50,10,1,3,14,0,1,0,0
4523349,28,2,1,2,12,1,0,1,0
681770,28,5,1,5,14,1,0,1,0
1091777,45,19,1,4,14,1,0,1,0
4218784,46,7,1,7,10,1,0,1,1
7341279,50,0,1,0,11,0,0,1,0
5445375,52,19,1,5,12,0,0,1,0
9254969,75,7,1,7,10,0,0,1,1
3109455,34,20,1,12,11,1,0,1,0
6131551,21,10,0,9,14,1,0,1,0
6890239,49,8,1,8,10,0,0,1,0
9537005,76,17,1,14,14,0,0,1,1
3038020,30,15,1,4,10,1,0,1,1
4329497,66,2,1,2,11,0,0,1,1
8746011,61,13,1,11,10,1,0,1,1
8400754,26,13,1,13,13,1,0,1,0
9464966,67,14,1,14,10,1,0,0,0
64822,33,9,1,9,11,1,0,1,1
7228553,42,1,1,1,13,1,0,1,0
2072988,61,16,1,14,10,1,0,1,0
4039148,54,12,0,6,14,0,0,1,0
7124175,44,15,1,7,10,1,0,1,0
8801121,26,0,1,0,10,1,0,1,0
8593318,75,20,1,7,13,0,1,0,1
7301820,24,9,1,9,14,1,0,1,0
1290647,39,1,1,1,13,1,0,1,1
9772105,29,12,1,8,14,0,0,1,0
3625101,28,5,1,5,10,0,0,1,1
6360531,50,14,1,8,13,1,0,1,0
420777,41,1,1,1,11,0,0,1,1
6458137,69,12,1,10,13,0,0,0,0
831067,48,2,0,2,11,0,0,1,1
5565210,54,15,1,11,13,0,0,1,0
645859,44,17,1,5,12,0,0,1,0
4092407,60,9,1,9,14,0,0,1,0
7347926,66,7,1,6,12,0,0,1,1
4251239,79,2,1,2,14,0,0,1,1
289113,40,5,1,5,12,1,0,1,1
7847940,64,16,1,10,11,1,0,1,1
5768871,47,11,1,3,14,0,0,1,1
5186187,76,2,1,2,12,0,0,1,0
8596569,69,0,1,0,13,0,0,1,1
8258817,56,15,0,9,12,1,0,1,1
4657255,28,16,1,7,14,0,0,1,1
7549491,31,17,1,4,14,0,0,1,0
9148290,50,15,1,12,10,0,0,1,1
8351225,48,5,1,5,11,1,0,1,1
276721,53,2,1,2,12,0,0,0,1
5793046,71,5,1,5,13,0,0,1,0
9662707,31,2,1,2,13,0,0,1,1
5738912,76,9,0,9,14,0,0,1,1
9187149,79,1,1,1,13,1,0,1,1
267827,28,10,1,3,10,1,0,1,0
1857323,24,4,1,4,12,0,0,1,1
9999180,22,0,1,0,11,0,0,1,0
6253358,70,10,1,7,11,1,0,1,0
2259654,42,2,1,2,10,0,0,1,1
912294,62,12,1,7,12,1,0,1,0
16896,56,20,0,7,12,0,0,1,0
3654298,78,18,1,5,10,1,0,1,0
7000111,76,14,1,9,10,0,0,1,1
3594610,65,8,0,5,12,1,0,1,1
4435392,51,3,0,3,11,1,0,1,1
550542,33,11,1,4,13,0,0,1,0
9485464,44,12,1,6,12,0,0,1,0
1812300,29,19,1,11,14,0,0,1,0
7058931,40,10,1,10,13,0,0,1,1
8588790,53,3,1,3,14,1,0,1,0
80603,58,12,1,12,13,1,0,1,1
2522107,30,5,1,5,13,0,0,1,0
3935358,54,15,1,5,10,1,0,0,0
7631011,39,19,0,12,10,0,0,1,0
2212744,64,7,0,7,10,0,0,1,0
4978323,50,1,1,1,13,0,0,1,1
3635824,56,8,1,8,13,0,0,1,1
2654218,55,15,1,14,14,0,0,0,0
7761009,38,3,1,3,12,0,0,1,1
3009196,65,9,1,9,11,0,0,1,0
7956376,36,1,1,1,11,0,0,1,0
2039801,62,0,0,0,14,1,0,1,0
4974336,48,20,1,14,14,1,0,1,1
8496377,79,8,1,8,12,0,0,0,1
5046084,62,7,0,6,14,1,0,1,0
7037303,70,16,1,4,14,0,0,1,1
8597423,27,18,1,6,12,0,0,1,0
4164102,63,4,0,4,14,0,1,0,0
6035837,34,13,1,11,11,0,0,1,1
3050608,35,4,1,4,13,1,0,1,1
8997854,36,16,1,5,10,0,0,1,1
5597223,74,8,1,3,14,1,0,1,1
3326625,24,15,1,12,12,1,0,1,0
3369187,59,3,1,3,14,1,0,1,1
7644982,24,1,1,1,11,0,0,1,1
1398424,72,4,1,4,12,0,0,1,0
3424035,24,2,1,2,14,0,0,1,1
2229331,79,6,1,6,11,1,0,1,1
8158166,67,8,1,8,10,0,0,1,1
4533369,56,16,1,8,13,1,0,1,0
3625101,28,5,1,5,10,0,0,1,1
6884150,69,3,1,3,11,0,0,1,0
8878375,65,7,1,7,14,0,0,1,1
9559020,36,12,1,12,10,1,0,1,1
6033893,70,18,1,3,14,1,0,1,0
1298318,30,1,1,1,12,1,0,1,1
7773112,25,2,1,2,11,1,0,1,1
1005797,34,10,1,10,10,0,1,0,1
4432896,29,14,1,13,14,0,0,1,1
7223191,44,9,1,9,13,0,0,1,0
1923950,50,12,1,3,14,0,0,1,0
7008546,59,15,1,14,12,0,0,1,0
9731079,70,1,0,1,13,0,0,1,0
6270306,67,13,1,13,13,1,0,1,0
5010356,74,8,1,8,14,0,0,1,0
6834008,38,8,1,8,14,0,0,1,1
1436712,24,19,1,12,14,0,0,1,1
4613553,27,13,1,13,10,0,1,0,1
6389669,33,13,0,11,11,0,0,1,0
5129206,59,8,1,3,12,0,0,1,1
8674119,75,11,1,5,10,1,0,1,1
150098,55,3,1,3,11,0,0,1,0
156398,69,10,1,7,14,1,0,1,0
5004938,64,19,1,5,10,0,0,1,0
5098928,71,17,1,4,11,0,0,1,0
4614035,42,15,1,13,14,0,0,1,0
505809,33,9,1,9,10,1,0,1,0
8347246,66,17,1,12,13,0,0,1,0
5643581,43,7,1,6,10,0,0,1,0
2353606,44,19,1,4,11,0,0,1,0
7186684,55,3,1,3,12,1,0,1,1
5108631,30,2,1,2,10,0,0,1,0
156145,69,7,1,7,13,1,0,1,1
5891774,73,6,1,6,13,0,0,1,0
7574572,78,5,1,5,10,0,0,1,1
6985683,77,13,1,4,12,0,0,1,0
6259059,70,8,0,8,10,1,0,1,1
8550948,45,11,1,11,11,1,0,1,0
5219063,39,5,1,5,14,0,0,1,1
6559227,32,12,1,12,11,1,1,0,0
323150,37,3,0,3,13,0,0,1,1
1364084,78,17,1,4,13,0,0,1,1
9213176,50,13,1,3,14,0,0,1,1
1739039,33,19,1,10,13,0,0,1,1
345702,64,0,1,0,11,0,0,1,0
7914034,23,2,1,2,10,0,0,1,0
5000063,38,17,1,5,11,0,0,1,1
7549491,31,17,1,4,14,0,0,1,0
6357644,37,5,1,5,12,0,0,1,0
8964846,23,12,1,5,13,0,0,1,0
8653667,77,16,1,4,12,0,0,1,0
4681218,24,8,1,4,14,0,0,1,0
957493,72,14,1,9,14,0,0,1,0
2800327,50,6,1,6,10,1,0,1,1
2018913,68,7,1,7,13,1,0,1,1
9144651,42,10,1,5,10,0,0,1,0
1969474,65,12,1,12,12,0,0,1,1
1345197,64,7,1,5,14,0,0,1,0
4214367,63,19,1,14,11,1,0,1,0
2202351,27,9,1,8,10,0,0,1,0
7695433,33,15,1,12,12,1,0,1,0
5072054,56,5,1,5,14,0,0,1,1
2799879,44,0,1,0,11,0,0,1,0
991107,34,14,0,7,10,1,0,1,0
1131868,46,10,1,10,12,0,0,1,1
690298,27,4,1,4,12,0,0,1,0
4329497,66,2,1,2,11,0,0,1,1
4184775,77,9,1,9,12,1,0,1,1
6997215,39,9,1,4,14,0,1,0,0
3323452,76,18,1,14,13,1,0,1,0
6549582,31,7,1,7,11,1,0,1,1
7768728,48,2,1,2,12,0,0,1,0
4301546,66,12,1,8,11,1,0,1,1
9904602,51,14,1,6,11,0,0,1,0
75855,33,17,1,12,11,0,0,1,1
4375452,22,2,1,2,14,0,0,1,0
4621722,44,11,1,6,14,0,0,1,1
5712077,21,0,1,0,12,0,0,1,1
2844373,28,3,1,3,11,0,0,1,1
7233557,41,13,1,11,12,0,1,0,0
851340,78,3,0,3,10,0,0,1,0
4707147,27,10,1,4,10,0,0,1,0
8561605,41,16,1,9,11,0,0,1,0
5895669,42,9,1,9,11,0,0,1,0
4591482,21,15,1,14,10,1,1,0,0
4375317,57,10,0,9,11,0,0,0,1
4726953,61,14,1,14,14,0,0,1,0
8371842,66,15,1,4,11,0,1,0,1
4802457,21,6,1,6,11,0,0,1,0
8928667,38,15,1,3,10,0,0,1,1
3311941,60,19,1,11,14,0,1,0,0
90178,76,9,1,9,11,0,0,1,1
1076578,56,18,1,10,10,0,0,1,0
8878375,65,7,1,7,14,0,0,1,1
3390492,54,13,0,10,14,0,0,1,1
2683169,34,18,1,10,13,0,0,1,1
4351817,31,3,0,3,11,0,0,1,1
779324,45,20,1,4,10,0,0,1,1
525763,55,13,1,10,12,0,0,1,0
690298,27,4,1,4,12,0,0,1,0
8775508,55,0,1,0,10,0,0,1,0
8018694,37,16,1,10,13,1,0,1,0
4790996,62,16,1,10,11,1,0,1,0
9201802,27,18,1,4,11,0,0,1,1
5889209,27,12,1,12,14,0,0,1,0
7962325,61,17,1,12,12,0,0,1,0
1864930,54,2,1,2,10,1,0,0,0
8224128,50,17,1,5,11,1,0,1,0
6430245,23,16,1,11,11,1,0,1,0
5194149,49,17,1,6,12,0,0,1,0
6516647,57,5,1,5,12,1,0,1,0
2881888,61,4,1,4,14,1,0,1,1
9899126,68,2,1,2,12,0,0,1,0
9407809,66,3,1,3,13,0,0,1,1
9948828,37,5,1,3,14,0,0,0,1
3478374,74,5,1,5,10,0,0,1,1
7329161,21,7,1,7,11,1,0,1,1
1509614,25,0,0,0,13,1,0,1,1
4144248,49,19,1,4,13,0,0,1,0
4772948,46,17,1,11,14,0,0,1,1
1556371,39,11,1,8,13,0,0,1,1
6247448,43,7,1,6,11,0,0,1,0
4742685,38,2,1,2,12,1,0,1,1
1650871,37,1,1,1,11,0,0,1,0
4413604,62,10,1,10,13,0,0,1,0
9241052,69,2,1,2,13,1,0,1,1
6830934,56,2,1,2,14,0,0,1,1
2756145,42,8,1,5,11,1,0,1,1
1464687,23,12,1,12,13,1,0,1,1
7716359,70,0,1,0,12,0,0,1,1
6204574,27,12,1,5,14,0,0,1,0
6256451,41,2,1,2,12,1,0,1,0
1657435,36,7,1,7,13,1,0,1,1
1406166,56,8,1,8,13,1,0,1,0
6380792,51,12,1,12,13,0,0,1,1
1336270,66,19,1,8,12,0,0,1,1
7281127,32,18,1,7,14,0,0,1,0
8573668,57,15,1,13,13,1,0,1,1
7800702,74,16,1,8,12,0,0,1,0
2748810,71,2,1,2,10,0,0,1,1
2679981,29,12,1,12,11,0,0,1,0
3177996,28,1,1,1,12,0,0,1,0
8301578,59,3,1,3,11,0,0,1,0
7936046,35,11,1,10,14,1,0,1,0
413950,37,14,1,6,11,0,0,1,0
2213823,73,4,1,4,13,0,0,1,0
2412895,60,13,1,4,13,0,0,1,0
6973369,68,20,1,11,13,0,0,1,1
7537196,54,16,1,9,14,0,0,1,0
9655646,27,12,1,5,10,0,0,1,1
6304271,34,10,1,10,11,1,0,1,0
6558368,67,1,0,1,10,0,0,1,0
4496905,54,11,1,11,11,0,0,0,0
7961712,41,10,1,10,14,0,0,1,0
5898669,32,9,0,6,13,0,0,1,1
7535330,27,17,1,5,10,1,0,1,1
9331890,68,5,1,5,14,0,0,1,1
8530110,72,16,1,4,14,0,1,0,1
7360578,26,6,0,6,10,1,0,1,0
2299667,24,10,1,10,13,0,0,1,0
3274307,41,16,1,6,12,1,0,1,0
1161702,28,4,0,4,14,0,0,1,0
6066397,48,13,0,13,12,0,0,1,0
8631895,27,12,0,7,14,0,0,1,0
2715204,62,18,1,9,12,1,0,1,0
91445,22,3,1,3,13,1,0,1,1
4043789,55,17,1,10,11,0,0,1,0
6348721,22,5,1,5,10,0,0,1,1
8791008,31,20,1,9,11,0,0,1,0
6073350,68,5,1,5,14,0,0,1,0
5069739,40,1,1,1,11,0,0,1,0
7556052,57,16,1,3,13,1,1,0,0
4612685,25,19,1,8,11,1,0,1,0
6097020,48,10,1,10,13,0,0,1,0
8424990,76,7,0,5,11,1,0,1,1
6550926,35,1,1,1,11,0,0,1,1
9514759,34,15,1,4,12,1,1,0,0
1067733,79,2,1,2,12,1,0,1,0
9507947,52,14,1,4,10,0,0,1,1
9912721,57,14,1,5,14,0,0,1,1
84951,48,3,0,3,12,1,0,1,0
2861024,36,2,1,2,14,0,0,1,1
5042060,57,0,1,0,13,0,0,1,1
6891271,45,9,1,9,10,0,0,1,1
4937591,60,2,1,2,13,0,0,1,1
9329867,42,12,1,12,14,0,0,1,0
1832053,63,14,0,7,14,1,0,1,1
7743419,71,15,1,14,14,0,0,1,1
8143060,31,15,1,5,14,0,0,1,0
3114473,49,16,0,10,11,1,0,1,1
8410820,34,15,1,13,11,1,0,1,0
7342351,45,2,1,2,10,1,0,1,0
3411984,31,12,1,4,12,0,1,0,1
4790996,62,16,1,10,11,1,0,1,0
1783274,34,8,1,7,12,0,1,0,1
6129612,42,13,1,6,12,0,1,0,0
960205,66,16,1,7,11,0,0,1,1
1866394,42,8,1,7,14,0,0,1,0
1956633,23,13,1,13,12,0,0,1,1
5999325,77,0,1,0,12,0,0,1,0
549075,62,16,1,4,12,0,0,1,0
1923950,50,12,1,3,14,0,0,1,0
5305177,23,17,1,9,11,0,0,1,1
313244,59,10,1,10,14,0,0,1,1
1837938,37,15,1,10,14,0,0,1,1
6447068,67,1,1,1,11,0,0,1,1
3545959,28,6,1,6,13,0,0,1,0
6794531,68,20,1,14,10,0,0,1,1
2136279,37,17,1,5,10,0,0,0,0
6804751,32,2,1,2,12,0,0,1,0
4329497,66,2,1,2,11,0,0,1,1
4658830,45,11,1,8,10,1,0,1,1
5645998,67,12,1,12,14,0,0,1,1
6496851,27,1,1,1,14,1,0,1,1
3071743,59,16,1,10,14,1,0,0,0
7860890,58,6,1,6,13,0,0,1,0
6547688,27,5,1,4,12,1,0,1,0
1880253,63,1,1,1,10,0,0,1,0
4913009,65,20,1,4,12,1,0,1,0
3658284,57,0,1,0,11,1,0,1,0
8342442,30,17,1,11,10,0,0,1,1
3886512,29,10,0,10,14,0,0,1,0
9981206,61,18,1,12,10,0,0,1,0
1739250,29,3,1,3,11,0,0,1,0
9930063,46,15,1,5,10,1,0,1,0
8897257,65,12,1,5,14,0,0,1,0
5541403,79,3,1,3,14,0,0,1,1
3979671,42,16,1,5,13,1,0,1,0
9130139,40,11,0,5,12,0,0,1,0
2442178,34,15,0,10,13,0,0,1,1
3373735,44,4,1,4,13,1,0,1,1
9041615,79,2,1,2,11,0,0,1,0
9756211,45,8,1,8,10,1,0,1,1
9205302,77,13,1,11,13,1,0,1,1
9931632,51,4,0,4,12,0,0,1,0
8739174,28,5,1,5,12,0,0,1,0
9049657,25,12,1,12,12,0,0,1,0
6625727,65,3,1,3,13,0,0,1,0
1744080,41,14,1,12,13,1,0,1,0
9335602,49,17,1,8,11,0,0,1,0
7715562,55,6,0,6,10,0,0,1,1
8053436,42,8,1,8,11,0,0,1,1
2400228,24,1,1,1,12,1,0,1,0
4646074,77,16,1,6,13,0,0,1,0
8215558,43,1,1,1,13,1,0,1,0
6300731,30,4,1,4,13,0,0,1,0
9840980,67,20,0,10,11,0,0,0,0
1680177,33,18,1,6,11,0,1,0,0
9631704,35,12,1,8,11,1,0,1,1
1915563,59,0,1,0,13,0,1,0,0
8385205,78,20,1,13,14,1,0,1,1
4292910,70,2,0,2,14,0,1,0,0
3884230,25,13,1,10,11,0,0,1,0
6457218,39,3,1,3,11,1,0,1,0
1509614,25,0,0,0,13,1,0,1,1
2561886,41,6,1,5,14,1,0,1,1
346205,68,14,1,6,13,0,0,1,0
7660598,72,11,1,11,13,0,0,1,1
6467283,65,13,1,11,12,1,0,1,1
750679,73,6,1,5,13,0,1,0,0
8369027,47,6,1,6,11,1,0,1,0
333219,63,1,0,1,12,0,0,1,0
5569222,60,15,1,13,11,0,0,1,0
9052853,52,15,1,12,11,1,0,1,0
9249971,69,4,1,4,14,0,0,1,0
1818095,30,1,0,1,11,0,0,1,1
3188212,61,14,1,10,12,0,0,1,1
2632398,65,2,1,2,14,0,0,1,0
3835379,71,8,0,8,12,0,0,1,0
6200661,40,3,1,3,10,0,0,1,0
5331462,57,20,1,8,14,1,0,1,0
974270,78,6,1,6,14,0,0,1,0
7721706,68,11,1,3,13,1,0,1,1
3483756,62,8,1,8,14,1,0,1,0
3741822,37,14,1,12,14,0,0,1,0
6015836,33,1,1,1,10,0,0,1,0
1853560,73,8,1,8,11,0,0,1,0
1510736,37,12,1,5,12,0,0,1,1
9867211,56,2,1,2,14,0,0,1,1
3855594,39,10,1,10,13,1,0,1,0
6126820,49,15,1,3,12,1,0,1,0
7475587,26,16,1,7,13,1,0,1,1
4279587,56,11,1,11,10,1,0,1,0
137594,52,10,1,7,10,1,0,1,1
3370529,54,10,1,10,12,1,0,1,1
9099898,63,13,1,11,13,1,0,1,0
6474681,31,6,1,6,10,0,0,1,0
4094948,49,3,1,3,12,1,0,1,1
8593443,49,12,1,9,14,0,0,1,0
8978055,60,9,1,9,14,0,0,1,0
1423305,70,5,1,5,11,0,0,1,0
2378283,27,4,1,4,11,0,0,1,1
2839785,75,12,1,4,13,0,0,1,0
6302112,58,18,1,7,11,0,0,1,0
6875625,77,7,0,7,11,0,0,1,1
5502824,54,16,1,12,10,1,0,1,1
229131,76,10,1,10,13,0,0,1,1
5165629,61,0,1,0,12,0,0,1,1
2295066,76,12,1,7,13,0,0,1,1
1460248,42,2,1,2,13,0,0,1,0
7644982,24,1,1,1,11,0,0,1,1
3026361,37,18,1,13,10,1,1,0,1
3859945,64,5,1,5,13,0,0,1,0
7693988,62,17,1,13,13,1,0,1,1
7891332,55,8,1,5,10,0,0,1,0
5398400,36,10,1,10,12,0,0,1,0
7377482,31,5,1,5,10,1,0,1,0
661426,64,7,1,7,13,0,0,1,0
238566,68,15,1,5,11,0,0,1,1
7736608,47,18,1,3,13,1,0,1,0
2688331,68,16,1,8,11,0,0,1,0
3065180,59,5,1,5,11,0,0,1,0
5742755,42,9,1,7,11,0,0,1,1
4581810,36,14,1,6,10,1,0,1,0
727481,27,6,1,6,13,0,0,0,1
11114,73,19,1,4,14,0,0,1,1
3775604,46,11,1,5,11,0,0,1,1
5767750,65,8,1,8,13,0,1,0,0
8700927,41,0,0,0,10,0,0,1,1
9739777,22,18,1,4,10,0,0,1,0
4872825,76,6,1,6,10,1,0,1,0
2341185,55,11,1,3,13,1,0,0,0
6641682,42,0,1,0,10,0,0,1,0
9974540,54,6,1,6,13,1,0,1,0
4175765,79,3,1,3,13,0,0,1,1
5131419,26,2,1,2,10,0,0,1,1
7517800,76,12,1,12,11,1,1,0,0
5712282,59,1,0,1,12,0,0,1,0
5218196,49,12,1,12,10,1,0,1,0
9254969,75,7,1,7,10,0,0,1,1
6298364,49,12,1,6,12,0,0,1,0
3159260,62,4,1,4,10,0,0,1,0
3804173,21,18,0,8,14,1,0,1,0
5128729,49,11,1,10,11,0,0,1,0
4098399,79,15,1,10,12,0,0,1,0
5673314,56,1,1,1,12,1,0,1,0
9961539,41,8,1,8,10,1,1,0,1
6029688,76,16,1,14,13,1,1,0,0
5787175,22,2,1,2,14,0,0,1,0
8622588,45,18,1,3,12,0,1,0,1
2573344,70,10,1,9,14,0,0,0,0
2620497,39,6,0,4,12,0,0,0,1
9804751,59,3,1,3,11,0,0,1,0
3152333,61,11,1,7,14,1,0,0,1
9579515,30,19,1,12,12,1,0,1,0
6414837,40,3,1,3,14,0,0,1,1
7731278,33,12,0,11,13,0,0,1,0
371671,34,6,1,6,12,0,0,1,0
4323553,54,13,1,3,12,0,0,1,0
2624615,66,4,1,4,12,1,0,1,0
8053436,42,8,1,8,11,0,0,1,1
8488005,74,20,0,11,14,0,0,1,0
4859415,23,13,1,10,13,0,0,1,0
8619794,58,2,1,2,12,0,0,1,0
924200,69,2,1,2,10,0,0,1,0
8689824,45,4,1,3,10,0,0,1,0
9390257,55,4,1,4,10,1,0,1,0
9967215,61,13,0,4,14,0,0,1,0
7847940,64,16,1,10,11,1,0,1,1
3081814,32,12,1,3,13,0,1,0,0
3902265,26,5,1,3,14,0,0,1,0
4236914,47,15,0,10,11,1,0,1,0
3160585,42,10,1,8,10,0,0,1,1
1783274,34,8,1,7,12,0,1,0,1
1839079,43,11,0,10,11,0,0,1,1
553772,38,19,1,9,14,1,0,1,1
2945781,40,5,1,5,10,0,0,1,0
1956633,23,13,1,13,12,0,0,1,1
9344382,38,14,1,12,14,1,0,1,0
3231341,47,6,0,6,14,0,0,1,1
660559,26,9,1,6,12,1,0,1,1
8542806,31,12,0,6,13,0,0,1,0
2296989,60,6,1,6,13,0,0,1,1
233888,64,1,1,1,10,0,0,1,0
1356494,68,5,1,5,12,0,0,1,0
6115704,57,17,1,12,14,0,1,0,1
7906689,22,5,1,5,12,0,0,1,0
7280359,21,11,1,6,10,0,0,1,1
647926,35,5,1,5,11,1,0,1,0
2504515,51,14,1,7,12,1,0,1,1
5239691,77,12,1,8,13,0,0,1,1
1680177,33,18,1,6,11,0,1,0,0
2324042,45,16,1,13,13,0,0,1,0
5965136,36,15,1,10,12,0,0,1,0
6396717,38,19,1,9,12,0,0,1,0
6272411,69,2,0,2,10,0,0,1,0
6913338,61,16,1,11,14,1,0,1,0
3969409,68,20,1,3,11,1,0,1,0
6134981,49,2,1,2,10,1,0,1,1
2583026,72,4,1,4,13,0,1,0,1
8745080,55,18,1,4,13,1,0,1,1
7600998,66,8,1,8,13,1,0,1,1
6415782,53,14,1,13,10,0,0,1,1
3871382,41,0,1,0,10,0,0,1,0
5115647,49,9,1,3,11,0,0,1,0
9556585,29,1,1,1,10,0,0,1,0
4828749,28,15,1,5,11,0,0,1,1
5085906,33,18,0,10,12,0,0,1,0
140981,36,17,1,9,12,1,0,1,1
2974289,22,3,1,3,13,0,0,1,1
7210569,54,17,1,10,11,0,0,1,1
3058911,77,0,1,0,10,0,0,1,0
825461,63,8,1,8,12,0,0,1,0
9148290,50,15,1,12,10,0,0,1,1
9267569,48,11,1,11,12,0,0,1,1
2453112,34,6,1,6,14,0,0,1,1
3979671,42,16,1,5,13,1,0,1,0
3184129,32,2,0,2,11,0,1,0,1
7212880,21,17,1,13,12,0,0,1,1
9819070,25,11,1,6,10,0,0,1,1
7667495,24,3,0,3,14,0,0,1,0
6189149,30,0,1,0,14,0,0,0,0
6475776,35,4,1,4,11,0,0,0,0
2050096,42,1,1,1,11,0,0,1,0
9185581,29,12,1,10,13,0,0,1,0
3106207,66,6,1,4,10,0,0,1,0
326917,31,20,1,11,10,0,0,1,0
6626765,57,10,1,10,13,0,0,1,0
5792043,71,6,1,6,11,1,0,0,1
1327599,25,7,1,6,14,0,0,1,0
1108464,57,20,1,7,14,0,0,1,0
8527776,54,2,1,2,11,0,0,1,1
5850867,30,1,0,1,10,1,0,1,1
9098609,36,2,1,2,11,0,0,1,0
7921653,35,16,1,6,14,0,0,1,0
5956675,50,3,1,3,13,1,0,1,1
3367218,28,5,1,4,11,0,0,1,0
4691275,56,6,0,6,13,0,0,1,0
4277458,41,8,1,8,11,0,0,1,0
9183766,72,11,0,3,14,0,0,1,1
7644982,24,1,1,1,11,0,0,1,1
5481862,77,19,0,9,10,1,0,1,1
2748841,39,14,1,4,13,0,0,1,0
7767461,65,6,1,6,13,0,1,0,0
2217063,34,3,1,3,11,0,0,1,0
7564205,36,10,1,10,13,0,0,1,0
7072776,59,7,1,7,12,0,1,0,0
4570845,47,3,1,3,14,0,0,1,0
2196198,28,20,1,14,10,0,0,1,1
5676361,57,2,1,2,13,0,0,1,0
9738992,35,17,1,13,12,1,0,1,0
2531977,45,9,1,7,14,1,0,1,1
336776,27,17,1,8,10,0,1,0,0
7146402,23,20,1,4,14,0,0,1,1
984101,45,7,0,5,12,0,0,1,0
8986859,56,3,1,3,14,1,1,0,0
5129206,59,8,1,3,12,0,0,1,1
3524413,77,5,1,5,11,0,0,1,1
757360,76,16,1,7,10,0,0,1,0
9258756,54,2,1,2,12,1,0,1,1
1503422,62,10,1,4,11,0,0,1,1
830380,47,15,1,3,14,1,0,1,0
7154493,28,4,1,4,13,0,0,1,1
6095402,33,16,0,10,13,0,0,1,1
5927472,54,1,1,1,10,0,0,1,0
8658313,44,2,1,2,11,0,0,1,0
4032380,50,6,1,6,13,0,0,1,0
8437491,22,2,1,2,14,0,0,1,1
555482,32,12,1,9,11,0,0,1,1
790606,32,8,1,8,12,1,0,0,0
7564019,38,19,1,13,14,1,0,1,1
1818040,54,1,1,1,14,0,0,1,1
7750253,45,9,1,9,11,1,0,1,0
1351162,26,5,1,5,10,0,0,1,0
3880117,46,12,1,5,11,0,0,1,1
9886335,57,15,1,12,11,0,0,1,0
9422918,77,11,1,9,13,0,0,1,1
6814296,37,16,1,8,11,0,0,1,1
927040,72,0,1,0,13,1,1,0,1
814232,48,17,1,4,10,0,0,1,1
1342169,37,16,1,8,12,0,0,1,0
5993219,79,17,1,4,12,1,0,1,0
2474838,64,9,1,8,10,0,0,1,1
6144133,39,5,1,5,11,0,0,0,1
3963382,43,19,1,14,14,0,0,1,0
603307,46,12,0,12,10,1,0,1,0
2986107,21,15,1,8,13,0,0,1,0
3720261,22,14,1,3,12,0,0,1,1
2800327,50,6,1,6,10,1,0,1,0
1029026,21,9,1,9,13,1,0,1,0
7505343,58,15,1,4,14,0,0,1,0
7450646,55,19,1,4,10,1,0,1,0
3702706,74,20,1,4,14,1,0,1,0
7919894,51,12,1,6,14,0,0,1,1
2542814,55,10,1,8,11,0,0,1,0
1389018,55,18,1,9,11,0,0,1,0
3659030,24,2,1,2,13,1,0,1,0
1877096,74,15,1,10,12,0,0,1,0
2503612,25,18,1,6,11,0,0,1,0
8915216,25,19,1,5,10,0,0,1,0
9930063,46,15,1,5,10,1,0,1,0
8310425,59,6,0,6,14,0,0,1,0
3599124,47,2,1,2,14,1,0,1,0
3290571,50,11,1,5,11,0,0,1,0
2859242,33,12,1,9,11,1,0,1,0
3663764,40,0,1,0,10,0,0,1,0
75855,33,17,1,12,11,0,0,1,1
420777,41,1,1,1,11,0,0,1,1
5850867,30,1,0,1,10,1,0,1,1
68284,45,18,1,4,13,0,0,1,1
3142984,22,13,1,10,12,0,0,1,1
233888,64,1,1,1,10,0,0,1,1
3218946,25,0,1,0,11,0,0,1,1
7968958,36,15,1,3,10,1,0,1,0
6073350,68,5,1,5,14,0,0,1,1
808476,36,1,1,1,13,0,0,1,0
1950853,54,6,1,6,14,0,0,1,1
1115339,79,9,1,4,14,1,0,1,0
1990293,54,15,1,4,10,0,0,1,0
4574793,32,20,1,6,11,0,0,1,0
6596553,73,1,1,1,13,0,0,1,1
4560641,72,7,1,7,13,0,0,1,1
1902407,68,11,1,11,10,0,0,1,0
2591229,68,11,0,11,12,0,0,1,0
4161972,41,16,1,9,11,0,1,0,0
6202575,55,8,1,8,13,1,0,1,0
2707807,35,12,1,4,13,0,0,1,0
